1	4.78486	0.82411957	9.1968931	0.275412576	17.1030586	0.310284766
2	2.6385874	0.336618862	4.7123958	0.242357646	8.8814318	0.212655587
3	1.7391185	0.15769563	3.284288	0.405441187	6.0858782	0.05285927
4	1.4654238	0.221783571	2.5133046	0.093660153	4.7269189	0.024238352
5	1.1947457	0.188082007	2.0405224	0.012824365	3.897473	0.020237624
6	0.9764229	0.059271391	1.7824801	0.054129725	3.3824757	0.036037466
7	0.8634807	0.056742361	1.5524675	0.044282855	2.9101605	0.011807414
8	0.80224	0.094972759	1.3424644	0.01735178	2.5347769	0.00743533
9	1.0985959	0.01871926	2.0455267	0.030727082	4.0357993	0.081061083
10	2.1596332	0.171037916	2.5090267	0.015357935	4.9283508	0.079570284
11	1.3269187	0.14119141	2.3169827	0.036897128	4.4831431	0.052765511
12	1.0778627	0.062576204	1.9598875	0.046339698	3.7000195	0.03734261
13	1.0360656	0.097211404	1.8256969	0.050908032	3.4230222	0.066548614
14	1.0695062	0.144700513	1.7237758	0.058057056	3.2099607	0.077290306
