1	1.4471436	0.147962899	2.172129462	0.305696782	4.7277205	0.388549831
2	0.7837888	0.016430456	1.091477214	0.150326521	2.6285417	0.275021941
3	0.5755813	0.11948195	0.735366133	0.058880478	1.6182462	0.088990204
4	0.4320475	0.030695232	0.549884923	0.057675957	1.280885	0.088613766
5	0.3411343	0.09635682	0.452434846	0.060384445	1.1324995	0.173090683
6	0.2781555	0.013766407	0.379972077	0.084904496	1.0377574	0.331072917
7	0.236167	0.012392252	0.326895867	0.06198941	0.8663514	0.115635415
8	0.2073633	0.015641961	0.302769133	0.045780704	0.722121	0.065377202
9	0.3458604	0.044792567	0.533931733	0.023642704	1.1975654	0.033057895
10	0.5089333	0.085823845	0.671285867	0.041689744	2.2515525	0.113631377
11	0.5111376	0.043335721	0.7078522	0.057470611	1.739523	0.052088203
12	0.5002854	0.099129628	0.623497133	0.051808555	1.6059774	0.059642104
13	0.3698447	0.064435974	0.569676267	0.030009661	1.196737	0.167776276
14	0.3647006	0.044495011	0.529289667	0.079969043	1.1643805	0.135306734
